"","CID","PROD_TYPE","PROD_MOD","PROD_MOD2","CITY","CITY2","AGE","GEN","INCOME","LOAN","NUM_FREE_VIS","NUM_PAID_VIS","FREE_AV_US","PAID_AV_US","PAID_AV_TIME","PAID_AV_FD","NUM_OVRCH","VISIT3","VISTIME_23"
"228","ABC228","SC","SC3","2","DEL","2","36","0","10.16","1","3","1","2406.56","9650.93","312","7","1",NA,NA
"229","ABC229","PB","PB1","9","CHE","4","39","0","11.15","0","2","2","3266.09","4607.84","174","7.7","0","0",NA
"230","ABC230","SC","SC2","1","BNG","1","42","1","6.37","0","3","2","1657.72","2031.58","147","7.9","0","1","398"
"231","ABC231","SB","SB3","8","KOL","5","41","0","8.62","1","2","1","4554.34","8247.27","280","5.5","1",NA,NA
"232","ABC232","SC","SC2","1","HYD","3","32","0","11.64","0","3","0","1710.15",NA,NA,NA,NA,NA,NA
"233","ABC233","PB","PB1","9","CHE","4","37","0","6.18","0","3","2","3471.9","4783.79","166","6.1","1","0",NA
"234","ABC234","SC","SC4","3","HYD","3","40","0","14.09","1","3","1","1668.02","7818.6","229","6.7","0",NA,NA
"235","ABC235","PB","PB1","9","BNG","1","32","0","7.39","0","3","0","3099.69",NA,NA,NA,NA,NA,NA
"236","ABC236","PB","PB1","9","HYD","3","33","0","4.89","0","3","0","2720.32",NA,NA,NA,NA,NA,NA
"237","ABC237","SC","SC4","3","DEL","2","35","0","11.05","0","3","1","1796.1","7511.89","293","5.9","0",NA,NA
"238","ABC238","SC","SC2","1","BNG","1","36","1","8.72","0","3","1","1177.83","7009.72","277","6.9","0",NA,NA
"239","ABC239","PB","PB2","10","BNG","1","34","0","3.96","1","3","0","2574.96",NA,NA,NA,NA,NA,NA
"240","ABC240","SB","SB4","7","BNG","1","46","0","17.49","1","3","2","2451.18","2400.45","145","7.9","0","0",NA
"241","ABC241","PB","PB1","9","BNG","1","48","1","9.97","0","2","1","3430.63","6630.41","278","8","0",NA,NA
"242","ABC242","PB","PB1","9","HYD","3","45","1","9.94","0","3","1","3317.45","8691.04","209","7.5","0",NA,NA
"243","ABC243","SC","SC3","2","MUM","0","55","0","26.86","0","2","0","3226.11",NA,NA,NA,NA,NA,NA
"244","ABC244","SB","SB2","4","KOL","5","35","0","12.45","1","3","2","2102.24","3235.12","166","7.8","1","0",NA
"245","ABC245","SC","SC2","1","KOL","5","45","0","18.77","1","2","0","4589.91",NA,NA,NA,NA,NA,NA
"246","ABC246","SB","SB2","4","HYD","3","36","0","6.69","0","2","1","3563.17","6488","282","6","0",NA,NA
"247","ABC247","SC","SC3","2","BNG","1","39","1","4.57","0","3","0","1363.45",NA,NA,NA,NA,NA,NA
"248","ABC248","PB","PB2","10","CHE","4","39","1","12.29","0","3","1","2387.52","8443.28","244","5.5","1",NA,NA
"249","ABC249","SB","SB5","5","BNG","1","45","0","23.07","0","3","0","1996.24",NA,NA,NA,NA,NA,NA
"250","ABC250","SB","SB5","5","KOL","5","40","0","8.03","1","3","1","2186.49","9509.9","216","6.4","1",NA,NA
"251","ABC251","SB","SB5","5","DEL","2","31","0","8.58","0","2","1","2976.78","7622.61","207","7.7","1",NA,NA
"252","ABC252","PB","PB1","9","DEL","2","40","1","10.51","1","3","1","2974.6","9825.56","301","6.2","1",NA,NA
"253","ABC253","SC","SC2","1","CHE","4","37","0","11.11","1","3","1","1185.38","8269.6","291","6.2","0",NA,NA
"254","ABC254","SC","SC2","1","HYD","3","42","0","23.74","0","3","2","2020.44","2897.39","167","5.7","0","0",NA
"255","ABC255","SC","SC1","0","CHE","4","46","0","17.79","1","1","1","5634.7","9237","158","7.4","0",NA,NA
"256","ABC256","SC","SC1","0","HYD","3","35","0","10.31","1","3","1","1777.46","9563.37","259","7.7","0",NA,NA
"257","ABC257","PB","PB2","10","KOL","5","32","1","3.88","1","3","1","2634.26","8748.7","249","6.4","1",NA,NA
"258","ABC258","SC","SC1","0","MUM","0","37","1","11.92","0","3","0","2613.34",NA,NA,NA,NA,NA,NA
"259","ABC259","SB","SB4","7","BNG","1","37","1","7.45","0","3","1","1986.31","7491.32","285","7.3","0",NA,NA
"260","ABC260","PB","PB2","10","DEL","2","38","0","14.71","1","3","0","2797.65",NA,NA,NA,NA,NA,NA
"261","ABC261","SB","SB5","5","KOL","5","50","1","15.4","0","2","1","4726.83","7287.94","336","7.5","0",NA,NA
"262","ABC262","SC","SC3","2","CHE","4","41","1","12.07","1","3","2","1995.09","2681.6","165","5.8","0","0",NA
"263","ABC263","SB","SB1","6","CHE","4","34","0","12.25","1","2","0","5021.45",NA,NA,NA,NA,NA,NA
"264","ABC264","SB","SB3","8","BNG","1","44","0","15.5","1","3","1","1987.05","4946.4","275","8.6","0",NA,NA
"265","ABC265","SB","SB2","4","CHE","4","48","0","18.89","1","3","1","2027.8","7764.39","308","7.5","0",NA,NA
"266","ABC266","SC","SC4","3","HYD","3","49","0","25.32","0","3","1","1831.12","6988.48","218","6.7","1",NA,NA
"267","ABC267","SC","SC2","1","KOL","5","33","0","9.74","1","2","1","3421.2","7701.14","321","7.6","0",NA,NA
"268","ABC268","PB","PB1","9","MUM","0","41","0","12.83","1","3","0","3079.51",NA,NA,NA,NA,NA,NA
"269","ABC269","PB","PB2","10","DEL","2","43","1","15.17","0","2","1","3991.06","8069.35","264","8.3","0",NA,NA
"270","ABC270","SB","SB4","7","CHE","4","41","0","14.56","0","3","2","2199.69","2612.89","178","6.7","0","0",NA
"271","ABC271","PB","PB1","9","MUM","0","32","0","13.02","0","2","0","3805.27",NA,NA,NA,NA,NA,NA
"272","ABC272","PB","PB1","9","KOL","5","45","0","13.5","0","3","2","2764.54","4495.25","176","7.9","0","0",NA
"273","ABC273","SB","SB3","8","MUM","0","41","1","11.91","1","3","0","2177.11",NA,NA,NA,NA,NA,NA
"274","ABC274","PB","PB2","10","MUM","0","39","0","15.94","1","3","0","3006.83",NA,NA,NA,NA,NA,NA
"275","ABC275","SC","SC4","3","DEL","2","43","1","6.79","0","2","1","3218.68","7949.53","275","7","0",NA,NA
"276","ABC276","SB","SB1","6","KOL","5","31","0","8.54","0","3","1","1478.28","8644.78","300","7.7","0",NA,NA
"277","ABC277","SB","SB4","7","BNG","1","45","0","15.57","1","3","2","2377.76","2475.61","214","6.4","0","0",NA
"278","ABC278","PB","PB2","10","BNG","1","36","0","16.07","0","3","1","3286.66","8640.22","225","7.3","1",NA,NA
"279","ABC279","PB","PB2","10","KOL","5","42","0","14.06","0","3","1","3091.11","8509.85","333","6","0",NA,NA
"280","ABC280","SB","SB2","4","HYD","3","37","0","9.91","0","3","0","1477.25",NA,NA,NA,NA,NA,NA
"281","ABC281","PB","PB2","10","HYD","3","34","1","8.92","0","2","1","4409.68","8647.82","278","8.4","0",NA,NA
"282","ABC282","SB","SB3","8","CHE","4","37","1","1.49","0","3","1","1735.55","7698.62","310","6.7","0",NA,NA
"283","ABC283","PB","PB1","9","BNG","1","36","1","5.47","0","3","1","3902.54","8785.18","137","6.2","1",NA,NA
"284","ABC284","SB","SB4","7","MUM","0","41","0","17.92","1","2","1","3995.98","9455.01","278","8.7","1",NA,NA
"285","ABC285","PB","PB2","10","HYD","3","36","0","8.67","1","3","1","3123.95","9542.02","263","8.2","1",NA,NA
"286","ABC286","PB","PB1","9","BNG","1","47","0","17.01","1","2","0","3902.14",NA,NA,NA,NA,NA,NA
"287","ABC287","SC","SC1","0","DEL","2","37","0","8.41","0","3","2","2253.71","3109.82","166","7.6","0","0",NA
"288","ABC288","SB","SB1","6","BNG","1","39","0","11.93","0","3","2","1954.04","3197.39","156","7.7","1","0",NA
"289","ABC289","SB","SB5","5","HYD","3","41","0","11.93","1","2","2","3337.02","2957.01","171","6.8","1","0",NA
"290","ABC290","PB","PB1","9","MUM","0","39","0","17.32","0","2","1","3565.59","9124.1","251","6.8","1",NA,NA
"291","ABC291","SC","SC3","2","BNG","1","38","1","10.2","1","3","0","1037.92",NA,NA,NA,NA,NA,NA
"292","ABC292","SC","SC1","0","BNG","1","35","0","7.29","0","2","1","3896.28","9047.86","275","8.6","0",NA,NA
"293","ABC293","PB","PB1","9","CHE","4","34","0","13.41","0","1","1","4444.75","8836.03","336","8.4","1",NA,NA
"294","ABC294","SB","SB2","4","DEL","2","36","0","10.58","0","2","1","4905.83","9165.18","276","7.2","0",NA,NA
"295","ABC295","SC","SC2","1","HYD","3","36","0","7.25","1","3","1","2147.75","9204.6","227","7.1","0",NA,NA
"296","ABC296","PB","PB2","10","DEL","2","32","1","3.04","0","3","1","3258.12","8365.14","256","5.9","0",NA,NA
"297","ABC297","SB","SB1","6","HYD","3","39","0","9.75","0","2","1","3482.14","6749.73","263","9.6","0",NA,NA
"298","ABC298","SB","SB1","6","BNG","1","34","0","8.95","1","3","1","2058.01","8606.25","262","8","1",NA,NA
"299","ABC299","SC","SC3","2","BNG","1","37","0","13","0","1","1","4820.46","8551.56","292","8.3","0",NA,NA
"300","ABC300","SC","SC4","3","BNG","1","37","1","9.23","1","2","1","3960.11","6610.17","300","5.1","0",NA,NA
"301","ABC301","SC","SC3","2","DEL","2","45","0","11.76","0","3","2","1918.46","3473.03","171","8.2","0","0",NA
"302","ABC302","SC","SC2","1","KOL","5","42","0","19.09","0","3","1","1905.36","6831.45","242","10","0",NA,NA
"303","ABC303","PB","PB1","9","HYD","3","37","0","7.66","0","3","1","2559.99","9972.37","210","6.7","1",NA,NA
"304","ABC304","SB","SB4","7","BNG","1","28","0","8.41","0","2","1","4210.91","8931.2","260","7.7","0",NA,NA
"305","ABC305","SB","SB3","8","KOL","5","39","1","9.25","1","3","1","2265.17","8074.44","286","4.5","0",NA,NA
"306","ABC306","PB","PB1","9","MUM","0","43","0","14.76","0","3","1","2664.63","8191.88","223","7.5","1",NA,NA
"307","ABC307","SC","SC3","2","DEL","2","35","0","14.79","0","2","1","3871.04","8025.62","183","5.5","0",NA,NA
"308","ABC308","SB","SB1","6","MUM","0","40","0","17.26","1","3","2","1898.43","3642.3","175","4.4","0","0",NA
"309","ABC309","SC","SC1","0","DEL","2","39","0","14.18","0","3","0","1759.01",NA,NA,NA,NA,NA,NA
"310","ABC310","SB","SB3","8","BNG","1","44","0","24.84","0","2","1","4235.49","8159.61","261","7.9","0",NA,NA
"311","ABC311","SB","SB2","4","KOL","5","46","0","16.26","1","3","2","1915.77","2995.68","147","8.5","0","0",NA
"312","ABC312","PB","PB2","10","DEL","2","36","1","7.09","0","3","1","2839.04","8747.19","236","7.1","0",NA,NA
"313","ABC313","SC","SC4","3","HYD","3","34","0","8.65","1","2","1","3980.77","6542.8","266","8.1","0",NA,NA
"314","ABC314","PB","PB2","10","CHE","4","36","0","10.48","0","2","2","4599.37","5049.35","178","7.1","0","0",NA
"315","ABC315","PB","PB1","9","BNG","1","42","0","11.9","1","1","2","5742.74","4960.99","162","6.9","0","0",NA
"316","ABC316","SB","SB4","7","CHE","4","40","0","18.29","0","2","1","4338.88","7359.59","324","6.8","1",NA,NA
"317","ABC317","SB","SB1","6","KOL","5","40","1","8.84","1","1","2","4480.91","3211.23","176","7.4","0","0",NA
"318","ABC318","PB","PB1","9","CHE","4","38","0","16.08","0","2","2","3675.93","4838.14","189","8.1","1","0",NA
"319","ABC319","SC","SC2","1","DEL","2","46","0","16.44","1","3","1","1959","8900.96","261","7.1","0",NA,NA
"320","ABC320","PB","PB2","10","CHE","4","49","1","13.51","0","3","1","2443.28","8260.72","174","7.5","0",NA,NA
"321","ABC321","PB","PB2","10","HYD","3","46","0","19.2","0","2","1","4228.81","8630.05","203","6.8","1",NA,NA
"322","ABC322","SC","SC3","2","BNG","1","33","0","6.74","0","3","2","2636.1","3258.61","181","7.8","0","0",NA
"323","ABC323","SB","SB3","8","MUM","0","38","1","8.77","1","3","1","1573.6","8223.72","289","5","0",NA,NA
"324","ABC324","SB","SB5","5","CHE","4","36","0","12.86","1","3","0","1747.53",NA,NA,NA,NA,NA,NA
"325","ABC325","PB","PB2","10","HYD","3","43","1","14.77","1","3","1","2946.83","6388.71","218","4.7","0",NA,NA
"326","ABC326","SB","SB1","6","BNG","1","44","0","16.13","0","1","2","5143.94","2821.12","165","7.9","0","0",NA
"327","ABC327","SB","SB1","6","MUM","0","43","0","13.77","0","2","1","4949.84","7759.08","374","7.2","0",NA,NA
"328","ABC328","PB","PB1","9","MUM","0","38","1","7.77","0","2","1","4146.91","8750.59","301","6.7","0",NA,NA
"329","ABC329","SB","SB1","6","KOL","5","37","1","12.51","1","3","1","1718.77","6600.53","272","6.2","0",NA,NA
"330","ABC330","SC","SC4","3","HYD","3","42","0","11.63","0","3","1","1194.73","7826.32","289","6.7","0",NA,NA
"331","ABC331","PB","PB1","9","CHE","4","42","0","18.18","1","3","2","3021.76","4907.34","157","7.5","2","0",NA
"332","ABC332","PB","PB2","10","KOL","5","44","0","16.97","1","3","1","2931.72","6860.69","357","7.5","0",NA,NA
"333","ABC333","PB","PB2","10","KOL","5","42","0","12.4","1","2","0","3696.11",NA,NA,NA,NA,NA,NA
"334","ABC334","SC","SC4","3","DEL","2","47","1","14.05","1","2","1","2404.16","8951.53","247","6.7","0",NA,NA
"335","ABC335","SB","SB5","5","KOL","5","34","0","5.85","1","3","2","1978.87","2524.85","163","6.6","0","0",NA
"336","ABC336","SB","SB2","4","KOL","5","34","0","17.14","1","3","1","1358.78","7790.94","258","7.6","0",NA,NA
"337","ABC337","SC","SC2","1","DEL","2","42","1","11.84","0","1","0","5339.84",NA,NA,NA,NA,NA,NA
"338","ABC338","PB","PB2","10","HYD","3","35","0","13.1","0","3","0","3490.65",NA,NA,NA,NA,NA,NA
"339","ABC339","PB","PB1","9","MUM","0","47","0","22.13","0","3","1","3503.74","8503.77","199","7.8","1",NA,NA
"340","ABC340","PB","PB1","9","CHE","4","45","1","10.25","0","2","1","4080.9","6644.59","214","8.1","0",NA,NA
"341","ABC341","SB","SB2","4","HYD","3","45","1","11.28","1","2","1","4728.02","7101.03","270","6.9","0",NA,NA
"342","ABC342","SB","SB3","8","BNG","1","39","0","11.34","1","3","2","2107.66","2294.56","188","6.6","0","0",NA
"343","ABC343","PB","PB2","10","BNG","1","41","1","8.73","0","1","0","5045.38",NA,NA,NA,NA,NA,NA
"344","ABC344","SB","SB5","5","DEL","2","32","0","11.56","1","3","1","2864.51","8470.41","367","7.5","0",NA,NA
"345","ABC345","SB","SB5","5","DEL","2","47","0","17.01","1","2","1","4049.58","8253.29","226","6.5","0",NA,NA
"346","ABC346","PB","PB1","9","CHE","4","37","0","9.21","0","1","0","4012.68",NA,NA,NA,NA,NA,NA
"347","ABC347","SB","SB4","7","MUM","0","47","0","14.27","1","3","1","1957.3","7062.08","238","7.8","0",NA,NA
"348","ABC348","PB","PB1","9","BNG","1","41","0","11.15","1","3","0","3125.7",NA,NA,NA,NA,NA,NA
"349","ABC349","PB","PB1","9","BNG","1","39","0","9.84","1","3","2","3283.44","5014.57","146","6.2","1","0",NA
"350","ABC350","PB","PB1","9","CHE","4","41","0","11.75","0","3","2","3087.51","5019.61","179","7.2","0","0",NA
"351","ABC351","SB","SB1","6","DEL","2","47","0","17.94","1","3","0","1233.02",NA,NA,NA,NA,NA,NA
"352","ABC352","SB","SB2","4","BNG","1","36","0","8.74","0","2","0","3887.21",NA,NA,NA,NA,NA,NA
"353","ABC353","SC","SC4","3","DEL","2","42","1","11.74","0","2","1","4777.76","7339.18","247","7.1","1",NA,NA
"354","ABC354","SB","SB1","6","DEL","2","39","0","16.47","1","3","1","2060.93","7090.88","314","6.8","0",NA,NA
"355","ABC355","PB","PB1","9","MUM","0","35","1","5.87","1","3","1","2386.76","9221.21","288","6.1","0",NA,NA
"356","ABC356","SC","SC2","1","MUM","0","49","0","20.45","0","1","1","4868.22","8317.52","306","6.2","0",NA,NA
"357","ABC357","PB","PB1","9","CHE","4","40","1","7.41","1","3","1","2871","9844.91","269","4.3","1",NA,NA
"358","ABC358","SB","SB2","4","CHE","4","34","0","10.63","0","3","1","1846.03","8749.55","271","8","0",NA,NA
"359","ABC359","PB","PB2","10","DEL","2","52","0","24.28","0","2","2","3307.39","5192.01","200","6.9","0","1","275"
"360","ABC360","SB","SB5","5","BNG","1","38","1","1.1","0","3","1","1691.19","6992.67","252","6.7","1",NA,NA
"361","ABC361","SB","SB2","4","DEL","2","43","0","16.08","1","3","1","2258.24","9459.86","255","6.8","1",NA,NA
"362","ABC362","PB","PB1","9","KOL","5","45","0","17.54","0","2","1","4001.79","6833.16","236","8","0",NA,NA
"363","ABC363","SB","SB1","6","KOL","5","42","0","18.02","1","3","2","1922.32","2793.76","192","6.9","0","1","362"
"364","ABC364","SB","SB1","6","BNG","1","46","0","15.94","0","3","0","2530.74",NA,NA,NA,NA,NA,NA
"365","ABC365","PB","PB2","10","BNG","1","43","0","15.57","1","3","1","3202.28","6618.39","200","6.6","0",NA,NA
"366","ABC366","PB","PB2","10","HYD","3","53","1","15.22","0","3","1","3099.41","7998.96","295","6.2","0",NA,NA
"367","ABC367","SB","SB5","5","MUM","0","38","0","10.15","0","3","0","1677.52",NA,NA,NA,NA,NA,NA
"368","ABC368","PB","PB1","9","HYD","3","47","0","16.65","0","1","0","5683.34",NA,NA,NA,NA,NA,NA
"369","ABC369","SC","SC2","1","DEL","2","31","0","6.38","1","3","0","1375.11",NA,NA,NA,NA,NA,NA
"370","ABC370","SC","SC2","1","MUM","0","40","1","8.78","1","2","1","2007.33","8852.69","315","7.6","0",NA,NA
"371","ABC371","PB","PB2","10","HYD","3","30","0","9.53","0","2","2","3274.41","5082.12","185","7.8","0","1","245"
"372","ABC372","PB","PB1","9","DEL","2","32","0","0","0","2","1","3999.59","8728.4","289","5.7","0",NA,NA
"373","ABC373","SB","SB2","4","KOL","5","36","0","9.99","1","2","2","4074.06","3035.07","159","6.4","1","0",NA
"374","ABC374","SB","SB3","8","BNG","1","44","1","12.35","0","3","1","1604.23","9724.14","237","6.9","0",NA,NA
"375","ABC375","SB","SB3","8","MUM","0","31","1","3.3","0","2","1","3058.11","7179.92","285","5.3","0",NA,NA
"376","ABC376","SC","SC1","0","KOL","5","43","0","14.83","0","2","1","5338.23","7568.58","315","8.6","0",NA,NA
"377","ABC377","SB","SB5","5","BNG","1","44","0","18.25","1","2","1","3803.57","9212.54","320","7.7","0",NA,NA
"378","ABC378","SC","SC2","1","CHE","4","36","0","7.65","1","2","0","3170.88",NA,NA,NA,NA,NA,NA
"379","ABC379","SC","SC2","1","BNG","1","30","0","0.98","1","3","1","1789.44","7059.63","341","7.7","1",NA,NA
"380","ABC380","PB","PB1","9","CHE","4","41","0","18.57","0","3","0","2688.12",NA,NA,NA,NA,NA,NA
"381","ABC381","SB","SB2","4","MUM","0","41","0","9.85","0","3","2","1487.44","3662.93","170","7.2","1","0",NA
"382","ABC382","PB","PB2","10","BNG","1","41","0","13.08","0","2","2","3432.28","6011.84","201","8.9","0","0",NA
"383","ABC383","SB","SB2","4","MUM","0","39","0","15.48","1","1","0","6428.11",NA,NA,NA,NA,NA,NA
"384","ABC384","SC","SC3","2","KOL","5","38","0","14.63","0","3","1","2690.75","9868.49","311","9.2","1",NA,NA
"385","ABC385","SB","SB3","8","DEL","2","41","0","7.08","1","2","1","3223.91","7331.36","286","6.6","0",NA,NA
"386","ABC386","PB","PB2","10","MUM","0","40","0","15.42","0","2","0","3678.78",NA,NA,NA,NA,NA,NA
"387","ABC387","PB","PB1","9","KOL","5","35","0","10.05","1","2","1","4637.07","8102.76","267","8.2","0",NA,NA
"388","ABC388","SB","SB4","7","BNG","1","48","1","16.29","1","3","1","1658.18","7900.27","268","8.2","0",NA,NA
"389","ABC389","PB","PB2","10","MUM","0","37","0","6.75","0","2","1","3954.19","7905.07","298","7.1","0",NA,NA
"390","ABC390","PB","PB2","10","HYD","3","48","1","17.61","1","3","2","2102.67","5185.63","158","8","0","1","267"
"391","ABC391","SC","SC1","0","BNG","1","38","0","8.6","0","3","0","2315.37",NA,NA,NA,NA,NA,NA
"392","ABC392","SC","SC2","1","BNG","1","39","0","10.37","1","3","0","1913.84",NA,NA,NA,NA,NA,NA
"393","ABC393","SC","SC1","0","BNG","1","39","0","18.71","0","3","1","2216.93","7826.65","262","6.6","0",NA,NA
"394","ABC394","SC","SC3","2","BNG","1","37","1","9.52","0","3","2","1930.53","2094.06","196","6.3","0","0",NA
"395","ABC395","SB","SB3","8","KOL","5","36","0","14.45","0","3","2","1990.32","3346.13","151","6.9","2","0",NA
"396","ABC396","SB","SB3","8","CHE","4","31","1","1.88","1","2","0","3924.65",NA,NA,NA,NA,NA,NA
"397","ABC397","SC","SC1","0","KOL","5","36","0","10.27","0","3","0","1704.08",NA,NA,NA,NA,NA,NA
"398","ABC398","PB","PB2","10","HYD","3","39","0","16.34","0","1","1","7066.84","9851.58","282","7.6","1",NA,NA
"399","ABC399","SB","SB4","7","BNG","1","45","0","21.87","0","3","0","1683.66",NA,NA,NA,NA,NA,NA
"400","ABC400","PB","PB2","10","DEL","2","31","0","6.29","1","2","1","3645.19","8119.88","275","6.8","0",NA,NA
"401","ABC401","SC","SC4","3","DEL","2","39","0","16.69","0","2","2","3724.03","1532.3","174","5.4","0","0",NA
"402","ABC402","SB","SB4","7","DEL","2","28","0","2.27","0","3","1","2270.69","8306.36","230","6.6","0",NA,NA
"403","ABC403","PB","PB1","9","KOL","5","38","1","6.77","1","1","0","4800",NA,NA,NA,NA,NA,NA
"404","ABC404","SB","SB4","7","BNG","1","47","1","14.73","0","2","1","3686.92","9629.1","224","6.5","1",NA,NA
"405","ABC405","SC","SC4","3","BNG","1","41","1","16.45","1","3","0","1886.04",NA,NA,NA,NA,NA,NA
"406","ABC406","SC","SC1","0","BNG","1","49","1","13.72","1","2","2","5533.09","2644.56","190","6.8","0","0",NA
"407","ABC407","PB","PB1","9","HYD","3","42","1","11.52","1","3","1","3271.82","8473.16","235","7.8","0",NA,NA
"408","ABC408","SB","SB1","6","MUM","0","32","0","10.68","1","2","1","4609.98","6699.08","313","7","1",NA,NA
"409","ABC409","PB","PB2","10","BNG","1","34","0","10.38","1","3","2","2874.38","4798.37","166","9.6","0","0",NA
"410","ABC410","SC","SC3","2","HYD","3","38","0","9.48","0","3","0","1617.01",NA,NA,NA,NA,NA,NA
"411","ABC411","PB","PB1","9","HYD","3","36","1","12.28","1","2","1","3703.14","6870.25","273","7.4","0",NA,NA
"412","ABC412","SC","SC3","2","HYD","3","42","1","11.17","1","3","2","2433.1","3616.85","183","7.3","2","0",NA
"413","ABC413","SB","SB5","5","KOL","5","36","0","10.6","1","3","1","1657.99","9291.43","268","6.8","2",NA,NA
"414","ABC414","SB","SB3","8","CHE","4","44","1","12.21","1","3","2","2074.45","2913.3","182","6","1","0",NA
"415","ABC415","SB","SB4","7","KOL","5","35","0","6.5","0","1","0","4725.49",NA,NA,NA,NA,NA,NA
"416","ABC416","SC","SC3","2","CHE","4","37","0","10.94","1","3","0","1490.62",NA,NA,NA,NA,NA,NA
"417","ABC417","SB","SB5","5","BNG","1","46","0","16.17","1","2","1","4103.79","6971.67","288","5.3","0",NA,NA
"418","ABC418","PB","PB1","9","DEL","2","34","0","14.44","1","2","1","3413.78","7554.84","243","8.2","0",NA,NA
"419","ABC419","SB","SB3","8","MUM","0","34","0","10.4","1","3","2","1780.13","3202.69","185","4.9","0","0",NA
"420","ABC420","SB","SB2","4","DEL","2","38","0","17.89","1","3","2","2752.93","3618.14","165","7.5","0","0",NA
